semester,department,course_id,course_title,units,section,mini,days,begin,end,teaching_location,delivery_mode,detail_url,description,prerequisites,corequisites,cross_listed,notes,special_permission_required,related_urls
Spring 2026,INFORMATION NETWORKING INSTITUTE,14695,ST ? Technical Entrepreneur Coaching Hub -TECH : Special Topics ? Technical Entrepreneur Coaching Hub (TECH),6,A3,Y,TR,07:00PM,08:20PM,"Pittsburgh, Pennsylvania",In-Person + Technology,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14699,Silicon Valley Residency,0,SV,,TBA,TBA,TBA,"San Jose, California",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14706,Information Networking Project,0-42,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14707,Information Networking Thesis,6-42,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14708,INI Independent Study,0-12,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14710,Special Topics: The Technology Behind Information Control,12,A,,MW,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14713,Special Topics: Secure and Responsible AI,12,A,,MW,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14728,INI Independent Study,0-12,A3,Y,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14736,"Distributed Systems: Techniques, Infrastructure, and Services",12,A,,TR,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14740,Fundamentals of Telecommunications Networks,12,A,,TR,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14741,Introduction to Information Security,12,Lec 1,,MW,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14742,Security in Networked Systems,12,A,,MW,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-Person + Technology,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14744,Mobile and Embedded Software Design,12,A,,TR,12:30PM,01:50PM,"Pittsburgh, Pennsylvania",In-Person + Technology,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14757,Introduction to Machine Learning with Adversaries in Mind,12,A,,MW,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",In-Person + Technology,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14760,Advanced Real-World Data Networks,12,A,,TR,12:30PM,01:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14761,Applied Information Assurance,12,A,,T,04:00PM,06:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14776,Fundamentals of Business and Management,12,Lec 1,,MW,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14782,Information Security Management,6,A3,Y,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14789,AI in Business Modeling,6,A4,Y,TR,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14795,AI Applications in Information Security,12,A,,MW,12:30PM,01:50PM,"Pittsburgh, Pennsylvania",In-Person + Technology,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14817,Cyber Risk Modeling,12,A,,TR,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14819,Introduction to Software Reverse-Engineering,12,A,,MW,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14822,Host Based Forensics,12,A,,R,04:00PM,06:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14825,Generative AI and Large Language Model,6,A3,Y,TR,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14828,Browser Security,12,Lec 1,,MW,12:30PM,01:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION NETWORKING INSTITUTE,14848,Cloud Infrastructure and Services,12,A,,TR,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95401,IdeaLab,3,W4,Y,UMW,08:00PM,09:20PM,"Doha, Qatar",In-person + remote,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95422,Managing Digital Transformation,9,A,,MW,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95451,Making Products Count: Data Science for Product Managers,6,A3,Y,MW,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95455,Information Security Risk Management,6,A3,Y,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95466,Advanced Business Analytics,6,A4,Y,TR,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95481,Web Application Development,6,A3,Y,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95483,Ethical Penetration Testing,6,A4,Y,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95702,Distributed Systems for Information Systems Management,12,A,,MW,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95703,Database Management,12,A,,MW,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95706,Object Oriented Analysis and Design,6,Z3,Y,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",Remote only,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95710,Economic Analysis,6,A3,Y,MWF,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95712,Object Oriented Programming in JAVA,12,A,,TR,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95717,Writing for Information Systems Management,6,A3,Y,MW,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95718,Professional Speaking,6,A3,Y,TR,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95719,Accounting and Finance Analytics,6,A3,Y,MW,02:00PM,03:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95720,Information Systems Project,0-24,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95721,Information Systems Research Practicum,VAR,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95722,Digital Transformation,6,B4,Y,TR,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95723,Managing Disruptive Technologies,6,A4,Y,TR,09:30AM,10:50AM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95727,Applied Information Systems Practicum,VAR,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95736,Advanced Relational Database Management,6,A3,Y,R,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95737,NoSQL Database Management,6,A3,Y,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95743,Cybersecurity Policy and Governance I,6,Z3,Y,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",Remote only,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95744,Cybersecurity Policy and Governance II,6,Z4,Y,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",Remote only,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95746,Cloud Security,6,A4,Y,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person + remote,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95748,Software and Security,6,A3,Y,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95749,Cryptography,6,A4,Y,MW,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95755,Information Security Risk Management : Information S RISK MANAGEMENT I,6,A3,Y,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95758,Network and Internet Security,12,A,,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95759,Malicious Code Analysis,6,A3,Y,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95760,Decision Making Under Uncertainty,6,A3,Y,TR,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95762,Decision Modeling,6,A4,Y,TR,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95765,Information Security Thesis,VAR,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95767,Cybersecurity for Artificial Intelligence & Machine Learning,6,A3,Y,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
Spring 2026,INFORMATION SYSTEMS:SCH OF IS & MGT,95771,Data Structures and Algorithms,12,A,,TR,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",In-person Expectation,https://enr-apps.as.cmu.edu,,,,,,,http://www.cmu.edu/; https://enr-apps.as.cmu.edu/ASOC/ASOC; https://enr-apps.as.cmu.edu/SOC/SOCServlet; https://enr-apps.as.cmu.edu/audit/audit; https://enr-apps.as.cmu.edu/commence/commence
